"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X","X.1","distance_between"
"6352222",6415,2014-08-31,"","landslide","Mudslide","Downpour","",0,0,"CFTK","http://www.cftktv.com/News/Story.aspx?ID=2164634","Above_road",NA,"Small",176.02202,14708,"CA",NA,"Thu Dec 04 2014 15:14:07 GMT+0000 (UTC)",53.3319,-132.4149,NA,NA,NA,NA,"Leduc",53.26682,-113.55201,"P","PPL",15561,NA,728,"America/Edmonton","","",423.136327047652
"6353050",6416,2014-08-29,"","landslide","Landslide","Unknown","",0,0,"Spokesman Review","http://www.spokesman.com/stories/2014/sep/02/small-landslide-exposes-graves-at-spokane-cemetery/","Natural_slope",NA,"Small",5.81085,4857,"US",NA,"Thu Dec 04 2014 16:21:28 GMT+0000 (UTC)",47.7079,-117.4909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353051",6417,2014-08-28,"","landslide","Landslide","Downpour","",7,0,"Thomson Reuters Foundation","http://www.trust.org/item/20140902184255-hw9g0","Mine_construction",NA,"Medium",0.37593,6315,"NI",NA,"Tue Jan 20 2015 16:32:35 GMT+0000 (UTC)",14.0256,-84.5919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353052",6418,2004-11-29,"","landslide","Landslide","Tropical_Cyclone","Winnie",100,0,"Philippine Daily Inquirer","http://newsinfo.inquirer.net/654547/3-towns-learn-from-landslide-tragedy","Unknown",NA,"Medium",0.86426,9163,"PH","AS","Mon Dec 08 2014 15:53:26 GMT+0000 (UTC)",14.6568,121.6009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353053",6419,2014-12-03,"","landslide","Debris_Flow","Downpour","",0,0,"KPCC","http://www.scpr.org/news/2014/12/03/48430/county-workers-watch-water-levels-rise-in-glendora/","Burned_area",NA,"Small",2.28723,46361,"US",NA,"Mon Dec 08 2014 16:03:43 GMT+0000 (UTC)",34.1542,-117.9057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353054",6420,2014-12-02,"","landslide","Debris_Flow","Rain","",0,0,"Huffington Post","http://www.huffingtonpost.com/2014/12/03/southern-california-rain_n_6262074.html?utm_hp_ref=green","Burned_area",NA,"Medium",4.09154,3249,"US",NA,"Mon Dec 08 2014 17:58:18 GMT+0000 (UTC)",34.1946,-118.9858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353055",6421,2014-12-04,"","landslide","Debris_Flow","Rain","",0,0,"NBC 7","http://www.nbcsandiego.com/news/local/Harmony-Grove-Mudslide-Wilglen-Drive-San-Diego-Cocos-Fire-284775311.html","Burned_area",NA,"Small",5.53682,143911,"US",NA,"Thu Jan 14 2016 17:31:55 GMT+0000 (UTC)",33.0938,-117.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353056",6422,2014-12-04,"","landslide","Mudslide","Downpour","",0,0,"LA Times","http://www.latimes.com/local/lanow/la-me-ln-flash-flood-inland-empire-20141204-story.html","Above_road",NA,"Medium",5.62939,44199,"US",NA,"Mon Dec 08 2014 18:54:35 GMT+0000 (UTC)",33.8294,-116.9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353057",6423,2014-12-03,"","landslide","Mudslide","Rain","",0,0,"Mashable","http://mashable.com/2014/12/04/mudslides-floods-california/","Above_road",NA,"Small",2.75389,2593,"US",NA,"Wed Dec 10 2014 19:17:43 GMT+0000 (UTC)",32.7862,-116.8526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353058",6424,2014-12-06,"","landslide","Debris_Flow","Tropical_Cyclone","Ruby",0,0,"GMA News","http://www.gmanetwork.com/news/story/391325/news/regions/landslide-blocks-highway-in-eastern-samar","Above_road",NA,"Small",0.19085,3069,"PH","AS","Mon Dec 08 2014 20:19:10 GMT+0000 (UTC)",11.7521,125.4568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353059",6425,2014-12-06,"","landslide","Landslide","Downpour","",0,0,"Fiji Times","http://www.fijitimes.com/story.aspx?id=288360","Above_road",NA,"Medium",43.0663,77366,"FJ","OC","Mon Dec 08 2014 20:13:54 GMT+0000 (UTC)",-17.7558,178.4944,NA,NA,NA,NA,"Ba",-17.5343,177.67407,"P","PPLA2",14596,NA,11,"Pacific/Fiji","","",2243.05671398628
"6353066",6426,2014-12-02,"","landslide","Other","Unknown","",0,0,"Landslide Blog","http://blogs.agu.org/landslideblog/2014/12/03/domkar-monastery-landslide-1/","Above_road",NA,"Large",20.84698,0,"CN","AS","Mon Dec 08 2014 20:30:55 GMT+0000 (UTC)",33.0119,97.141,NA,NA,NA,NA,"Liutuan",45.57783,128.48691,"P","PPLA4",0,NA,137,"Asia/Shanghai","","",11.4773487000573
"6367878",6427,2014-12-07,"","landslide","Rockfall","Rain","",0,0,"Province","http://www.theprovince.com/health/North+Vancouver+Riverside+Drive+closed+after+Sunday/10448263/story.html","Above_river",NA,"Medium",5.43582,48000,"CA",NA,"Tue Dec 09 2014 15:36:30 GMT+0000 (UTC)",49.3418,-123.0023,NA,NA,NA,NA,"North Vancouver",49.31636,-123.06934,"P","PPL",48000,68,89,"America/Vancouver","","",300.521892819964
"6368706",6428,2014-08-03,"","landslide","Debris_Flow","Rain","",0,0,"LA Times","http://www.latimes.com/local/lanow/la-me-ln-southern-california-mudslide-losses-20140804-story.html","Unknown",NA,"Medium",9.78046,3371,"US",NA,"Mon Dec 08 2014 21:07:57 GMT+0000 (UTC)",34.2437,-117.6561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6368707",6429,2014-08-05,"","landslide","Mudslide","Tropical_Cyclone","Nakri",1,0,"Daily Mail","http://www.dailymail.co.uk/news/article-2716452/Mountain-mudslide-leaves-terrified-passengers-teetering-edge-vehicles-washed-away-fatal-Japanese-storm.html?ITO=1490&ns_mchannel=rss&ns_campaign=1490","Below_road",NA,"Small",8.92647,55421,"JP","AS","Mon Dec 08 2014 22:30:45 GMT+0000 (UTC)",33.8474,134.6991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6368708",6430,2014-08-03,"","landslide","Mudslide","Downpour","",0,0,"KETK","http://www.ketknbc.com/news/campers-being-rescued-after-mudslide-traps-them-in","Unknown",NA,"Medium",13.02571,51367,"US",NA,"Mon Dec 08 2014 22:06:15 GMT+0000 (UTC)",34.0873,-116.9176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6368709",6431,2014-08-05,"","landslide","Landslide","Unknown","",0,0,"Ariana News","http://ariananews.af/regional/landslide-in-takhar-kills-3-afghans/","Unknown",NA,"Medium",1.37841,0,"AF","AS","Mon Dec 08 2014 22:25:40 GMT+0000 (UTC)",37.3888,69.8255,NA,NA,NA,NA,"Chah Ab",37.39773,69.81464,"P","PPLA2",0,NA,1034,"Asia/Kabul","","",87.1199885626637
"6369020",6432,2014-08-04,"","landslide","Complex","Downpour","",0,0,"Times of India","http://timesofindia.indiatimes.com/City/Chandigarh/Landslide-cuts-off-Morni-from-Panchkula/articleshow/39713293.cms","Above_road",NA,"Medium",11.58438,32162,"IN","AS","Mon Dec 08 2014 22:57:24 GMT+0000 (UTC)",30.709,76.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369021",6433,2014-07-16,"","landslide","Landslide","Unknown","",0,0,"Flathead Beacon","http://flatheadbeacon.com/2014/08/06/landslide-sparks-concern-forest-service-road/","Below_road",NA,"Small",30.48877,4270,"US",NA,"Mon Dec 08 2014 23:12:48 GMT+0000 (UTC)",47.9849,-113.6809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369022",6434,2014-08-04,"","landslide","Debris_Flow","Dam_Embankment_Collapse","",0,0,"CBC News","http://www.cbc.ca/news/canada/british-columbia/mount-polley-mine-tailings-spill-imperial-metals-could-face-1m-fine-1.2728832","Mine_construction",NA,"Medium",56.27454,14168,"CA",NA,"Tue Dec 09 2014 15:21:04 GMT+0000 (UTC)",52.5211,-121.599,NA,NA,NA,NA,"Unity",52.45014,-109.16816,"P","PPL",2096,NA,633,"America/Regina","","",689.92803059575
"6369850",6435,2014-12-08,"","landslide","Rockfall","Tropical_Cyclone","Ruby",0,0,"Philippine Daily Inquirer","http://newsinfo.inquirer.net/655816/landslide-threat-prompts-re-evacuation-of-camarines-sur-village","Unknown",NA,"Small",1.1651,10531,"PH","AS","Tue Dec 09 2014 15:44:10 GMT+0000 (UTC)",13.5107,123.0319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369851",6436,1988-11-07,"","landslide","Landslide","Continuous_rain","",0,0,"Philippine Daily Inquirer","http://newsinfo.inquirer.net/655816/landslide-threat-prompts-re-evacuation-of-camarines-sur-village","Unknown",NA,"Medium",1.16205,10531,"PH","AS","Tue Dec 09 2014 15:47:14 GMT+0000 (UTC)",13.5107,123.0319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369852",6437,2006-01-04,"","landslide","Mudslide","Downpour","",240,0,"Jakarta Post","http://www.thejakartapost.com/news/2014/12/08/hundreds-villages-c-java-prone-landslides.html","Natural_slope",NA,"Medium",14.97069,58448,"ID","AS","Tue Dec 09 2014 15:57:33 GMT+0000 (UTC)",-6.9343,110.1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369853",6438,2014-12-04,"","landslide","Landslide","Rain","",0,0,"Jakarta Post","http://www.thejakartapost.com/news/2014/12/08/hundreds-villages-c-java-prone-landslides.html","Unknown",NA,"Large",19.02592,92990,"ID","AS","Tue Dec 09 2014 16:04:12 GMT+0000 (UTC)",-7.3674,109.7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369854",6439,2014-12-04,"","landslide","Landslide","Rain","",0,0,"Jakarta Post","http://www.thejakartapost.com/news/2014/12/08/hundreds-villages-c-java-prone-landslides.html","Unknown",NA,"Medium",13.65544,92990,"ID","AS","Tue Dec 09 2014 16:09:50 GMT+0000 (UTC)",-7.3196,109.7856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369855",6441,1997-07-06,"","landslide","Rockfall","Downpour","",0,0,"Luxemburger Wort","http://www.wort.lu/en/luxembourg/erpeldange-michelau-n27-reopens-17-years-after-landslide-5485d7940c88b46a8ce455df","Mine_construction",NA,"Medium",2.76396,845,"LU","EU","Tue Dec 09 2014 23:23:58 GMT+0000 (UTC)",49.8894,6.1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369856",6442,2013-10-13,"","landslide","Landslide","No_Apparent_trigger","",0,0,"Port Townsend Leader","http://www.ptleader.com/news/end-of-the-world-bluff-slipping-away/article_b27f6092-35e8-11e3-972b-001a4bcf6878.html","Bluff",NA,"Small",3.06038,9113,"US",NA,"Tue Dec 09 2014 23:41:02 GMT+0000 (UTC)",48.1428,-122.7748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369857",6443,2014-12-09,"","landslide","Landslide","Rain","",1,0,"GMA News","http://www.gmanetwork.com/news/story/391744/news/regions/ocd-1-dead-in-puerto-galera-landslide","Unknown",NA,"Medium",1.01439,5543,"PH","AS","Wed Dec 10 2014 15:53:02 GMT+0000 (UTC)",13.0536,121.4036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369858",6444,2007-05-27,"","landslide","Landslide","Downpour","",0,0,"Geomorphological Study","http://www.documentcloud.org/documents/1376730-paper-20i-20-20appendix-20a-1.html","Other",NA,"Small",1.31125,8055,"GB","EU","Wed Dec 10 2014 16:19:09 GMT+0000 (UTC)",50.6297,-1.1957,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",8277.44058280018
"6369859",6445,2013-09-23,"","landslide","Landslide","Downpour","",0,0,"Geomorphological Study","http://www.documentcloud.org/documents/1376730-paper-20i-20-20appendix-20a-1.html","Other",NA,"Small",1.29379,8055,"GB","EU","Wed Dec 10 2014 16:34:04 GMT+0000 (UTC)",50.6296,-1.1959,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",8277.85555284813
"6369860",6446,2014-08-01,"","landslide","Mudslide","Rain","",0,0,"Mountain Mail","http://www.themountainmail.com/free_content/article_68d9b878-1d7a-11e4-b07d-001a4bcf6878.html","Above_road",NA,"Small",14.50415,5236,"US",NA,"Wed Dec 10 2014 16:48:27 GMT+0000 (UTC)",38.4316,-106.1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369861",6447,2014-08-07,"","landslide","Mudslide","Rain","",0,0,"KOLO","http://www.kolotv.com/home/headlines/Landslides-From-Thunderstorms-Close-Highway-95-in-Mineral-County-270269861.html?ref=861","Unknown",NA,"Medium",15.01277,3269,"US",NA,"Wed Dec 10 2014 17:04:31 GMT+0000 (UTC)",38.5313,-118.4526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369862",6448,2014-08-06,"","landslide","Mudslide","Downpour","",0,0,"Record-Courier","http://www.recordcourier.com/news/12508283-113/flash-pine-flood-reported","Above_road",NA,"Medium",29.50172,11312,"US",NA,"Mon Jan 26 2015 20:52:00 GMT+0000 (UTC)",38.623,-119.7203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369863",6449,2014-08-06,"","landslide","Mudslide","Rain","",0,0,"Record Courier","http://www.recordcourier.com/news/12508283-113/flash-pine-flood-reported","Unknown",NA,"Medium",8.68287,3269,"US",NA,"Wed Dec 10 2014 17:18:20 GMT+0000 (UTC)",38.4575,-118.6757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369864",6450,2014-08-03,"","landslide","Landslide","Earthquake","",55,0,"China Radio International's English Service","http://english.cri.cn/12394/2014/08/07/3861s839340.htm","Natural_slope",NA,"Medium",2.65436,0,"CN","AS","Mon Jan 12 2015 20:44:28 GMT+0000 (UTC)",27.0409,103.4086,NA,NA,NA,NA,"Dahu",26.36555,119.09111,"P","PPLA4",0,NA,760,"Asia/Shanghai","","",53.8697039438573
"6384676",6451,2010-06-06,"","landslide","Mudslide","Monsoon","",2,0,"Phuket Gazette","http://www.phuketgazette.net/articles/articles/get_article_detail/8802","Mine_construction",NA,"Small",1.42258,14797,"TH","AS","Wed Dec 10 2014 20:38:56 GMT+0000 (UTC)",7.8963,98.3095,NA,NA,NA,NA,"Patong",7.89607,98.29661,"P","PPL",14797,NA,8,"Asia/Bangkok","","",3.7618884055185
"6385650",6454,2014-08-07,"","landslide","Landslide","Continuous_rain","",2,0,"eKantipur","http://www.ekantipur.com/2014/08/08/national/couple-dead-in-sindhupalchok-landslide/393309.html","Unknown",NA,"Medium",21.49066,4000,"NP","AS","Wed Dec 10 2014 21:19:22 GMT+0000 (UTC)",27.8953,85.6016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385651",6455,2014-08-06,"","landslide","Mudslide","Continuous_rain","",0,0,"I Love Chile News","http://www.ilovechile.cl/2014/08/07/landslide-reaca-evacuation-hotel/116942","Urban_area",NA,"Small",5.6907,294551,"CL","SA","Wed Dec 10 2014 21:29:51 GMT+0000 (UTC)",-32.9747,-71.5376,NA,NA,NA,NA,"Pucon",-39.28223,-71.95427,"P","PPL",26953,NA,236,"America/Santiago","","",151.746605838953
"6385787",6456,2014-12-09,"","landslide","Mudslide","Rain","",0,0,"Wicked Local Topsfield","http://topsfield.wickedlocal.com/article/20141209/NEWS/141206728","Unknown",NA,"Small",1.82352,2717,"US",NA,"Thu Dec 11 2014 22:21:36 GMT+0000 (UTC)",42.6469,-70.9368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385788",6457,2014-08-01,"","landslide","Debris_Flow","Downpour","",0,0,"Wrangell Sentinel","http://www.wrangellsentinel.com/story/2014/08/07/about-town/mudslide-on-nemo-loop-road/2388.html","Above_road",NA,"Medium",20.13346,2369,"US",NA,"Thu Dec 11 2014 16:20:57 GMT+0000 (UTC)",56.2908,-132.3459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385789",6458,2014-08-08,"","landslide","Landslide","Continuous_rain","",4,9,"eKantipur","http://www.ekantipur.com/2014/08/09/top-story/four-killed-in-landslide-near-jiri-bazaar/393355.html","Unknown",NA,"Medium",37.06227,0,"NP","AS","Thu Dec 11 2014 16:37:19 GMT+0000 (UTC)",27.6363,86.2326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385790",6459,2014-08-04,"","landslide","Landslide","Downpour","",6,0,"HImalayan Times","http://www.thehimalayantimes.com/fullNews.php?headline=Death+toll+in+Sankhuwasabha+landslides+rises+to+6&NewsID=423242","Unknown",NA,"Medium",35.10927,22903,"NP","AS","Thu Dec 11 2014 16:58:25 GMT+0000 (UTC)",27.4083,87.2739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385791",6460,2014-08-09,"","landslide","Rockfall","Unknown","",0,0,"Zee News","http://zeenews.india.com/news/nation/kolkata-bound-jammu-tawi-express-escapes-landslide-near-gaya_953541.html","Unknown",NA,"Medium",21.90961,76341,"IN","AS","Thu Dec 11 2014 17:10:38 GMT+0000 (UTC)",24.544,85.3492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385792",6461,2014-08-08,"","landslide","Landslide","Continuous_rain","",0,0,"my Republica","http://www.myrepublica.com/portal/index.php?action=news_details&news_id=80662","Unknown",NA,"Medium",36.81408,0,"NP","AS","Thu Dec 11 2014 18:25:14 GMT+0000 (UTC)",28.2045,84.7387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385793",6462,2014-07-30,"","landslide","Landslide","Construction","",0,0,"Times of India","http://timesofindia.indiatimes.com/City/Nashik/Landslide-fear-Pond-on-hill-to-be-drained/articleshow/39968725.cms","Mine_construction",NA,"Medium",6.47544,35461,"IN","AS","Thu Dec 11 2014 18:31:19 GMT+0000 (UTC)",19.678,73.5036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385794",6463,2014-08-10,"","landslide","Mudslide","Unknown","",1,5,"Shanghai","http://www.shanghaidaily.com/national/Xinjiang-mudslide-kills-one-traps-500-vehicles/shdaily.shtml","Unknown",NA,"Medium",43.27997,0,"CN","AS","Thu Dec 11 2014 18:38:55 GMT+0000 (UTC)",38.7315,75.0176,NA,NA,NA,NA,"Hongwei",26.16905,118.99626,"P","PPLA4",0,NA,18,"Asia/Shanghai","","",27.6435842762806
"6400606",6464,2014-08-10,"","landslide","Mudslide","Downpour","",0,0,"KRQE","http://krqe.com/2014/08/11/corrales-deals-with-heavy-rain-mudslides/","Unknown",NA,"Small",0.35759,8329,"US",NA,"Thu Dec 11 2014 18:51:26 GMT+0000 (UTC)",35.2351,-106.6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6400607",6465,2012-06-25,"","landslide","Landslide","Downpour","",0,0,"9 News","http://www.9news.com/story/news/local/2014/08/12/colorados-landslide-risk/13939971/","Above_road",NA,"Medium",6.64398,0,"CN","AS","Thu Dec 11 2014 19:09:52 GMT+0000 (UTC)",26.9929,114.9203,NA,NA,NA,NA,"Baoshi",45.81667,121.16667,"P","PPLA4",0,NA,461,"Asia/Shanghai","","",176.290797054852
"6415419",6466,2014-08-11,"","landslide","Landslide","Unknown","",0,0,"Garden Island","http://thegardenisland.com/news/local/second-landslide-near-mt-waialeale/article_f0839176-21ea-11e4-b4e1-0019bb2963f4.html","Natural_slope",NA,"Medium",11.42434,5188,"US",NA,"Thu Dec 11 2014 19:20:41 GMT+0000 (UTC)",22.0629,-159.4954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415420",6467,2009-01-07,"","landslide","Landslide","Unknown","",0,0,"NORTHWEST GEOLOGY FIELD TRIPS","http://nwgeology.wordpress.com/the-fieldtrips/the-chuckanut-formation/the-racehorse-landslide-fossil-fields/","Deforested_slope",NA,"Medium",8.02818,3324,"US",NA,"Thu Dec 11 2014 19:39:03 GMT+0000 (UTC)",48.8687,-122.1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415421",6468,2014-08-10,"","landslide","Mudslide","Downpour","",0,0,"Mountain Mail","http://www.themountainmail.com/free_content/article_22346d42-2166-11e4-941e-001a4bcf6878.html","Unknown",NA,"Small",3.89595,5236,"US",NA,"Thu Dec 11 2014 20:01:59 GMT+0000 (UTC)",38.5095,-105.9679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415422",6469,2014-08-10,"","landslide","Mudslide","Downpour","",0,0,"Mountain Mail","http://www.themountainmail.com/free_content/article_22346d42-2166-11e4-941e-001a4bcf6878.html","Above_road",NA,"Small",7.04118,5236,"US",NA,"Thu Dec 11 2014 20:06:45 GMT+0000 (UTC)",38.4998,-105.9315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415423",6470,2014-08-11,"","landslide","Debris_Flow","Downpour","",0,0,"KOLO","http://www.kolotv.com/home/headlines/Mudslide-Covers-Moose-Ridge-Drive-270854351.html","Unknown",NA,"Small",4.40263,1290,"US",NA,"Thu Dec 11 2014 20:18:08 GMT+0000 (UTC)",39.5513,-119.9038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415424",6471,2014-08-11,"","landslide","Mudslide","Downpour","",0,0,"Pueblo Chieftain","http://www.chieftain.com/news/region/2804259-120/minor-traffic-authorities-colorado","Above_road",NA,"Small",25.29753,629,"US",NA,"Thu Dec 11 2014 20:28:39 GMT+0000 (UTC)",37.4282,-105.4449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415425",6472,2014-12-10,"","landslide","Mudslide","Rain","",0,0,"Seattle Times","http://blogs.seattletimes.com/today/2014/12/mudslide-south-of-everett-blocks-railroad-track/","Above_road",NA,"Small",0.86765,103019,"US",NA,"Mon Dec 29 2014 15:12:04 GMT+0000 (UTC)",47.9796,-122.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415426",6473,2014-12-10,"","landslide","Landslide","Downpour","",0,1,"Prince George Citizen","http://www.princegeorgecitizen.com/news/local-news/firefighters-free-vancouver-island-man-trapped-in-home-destroyed-by-mudslide-1.1659972","Above_river",NA,"Small",11.58127,21150,"CA",NA,"Mon Dec 15 2014 15:46:28 GMT+0000 (UTC)",49.3507,-124.4677,NA,NA,NA,NA,"Parksville",49.31947,-124.31575,"P","PPL",12000,NA,26,"America/Vancouver","","",611.220800699086
"6416254",6474,2014-12-11,"","landslide","Mudslide","Downpour","",0,0,"Lake County News","http://www.lakeconews.com/index.php?option=com_content&view=article&id=39667:downed-trees-mudslides-and-flooded-roadways-reported-around-lake-county-numerous-roads-closed&catid=1:latest&Itemid=197","Above_road",NA,"Small",2.92914,1294,"US",NA,"Thu Dec 11 2014 22:52:38 GMT+0000 (UTC)",38.8843,-122.6062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416255",6475,2014-12-11,"","landslide","Landslide","Downpour","",0,0,"Lake County News","http://www.lakeconews.com/index.php?option=com_content&view=article&id=39667:downed-trees-mudslides-and-flooded-roadways-reported-around-lake-county-numerous-roads-closed&catid=1:latest&Itemid=197","Above_road",NA,"Small",2.17111,3353,"US",NA,"Thu Dec 11 2014 23:01:24 GMT+0000 (UTC)",38.9608,-122.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416256",6476,2014-12-11,"","landslide","Mudslide","Downpour","",0,0,"Lake County News","http://www.lakeconews.com/index.php?option=com_content&view=article&id=39667:downed-trees-mudslides-and-flooded-roadways-reported-around-lake-county-numerous-roads-closed&catid=1:latest&Itemid=197","Above_road",NA,"Small",4.99344,2359,"US",NA,"Thu Dec 11 2014 23:06:59 GMT+0000 (UTC)",39.0081,-122.6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416257",6477,2014-12-11,"","landslide","Mudslide","Downpour","",0,0,"Lake County News","http://www.lakeconews.com/index.php?option=com_content&view=article&id=39667:downed-trees-mudslides-and-flooded-roadways-reported-around-lake-county-numerous-roads-closed&catid=1:latest&Itemid=197","Above_road",NA,"Small",8.1794,15250,"US",NA,"Thu Dec 11 2014 23:10:27 GMT+0000 (UTC)",39.0182,-122.5716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416258",6478,2014-12-11,"","landslide","Mudslide","Downpour","",0,0,"Lake County News","http://www.lakeconews.com/index.php?option=com_content&view=article&id=39667:downed-trees-mudslides-and-flooded-roadways-reported-around-lake-county-numerous-roads-closed&catid=1:latest&Itemid=197","Above_road",NA,"Small",2.89461,2359,"US",NA,"Thu Dec 11 2014 23:16:05 GMT+0000 (UTC)",39.0163,-122.6411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416259",6479,2014-08-13,"","landslide","Debris_Flow","Downpour","",0,11,"Wall Street Journal","http://www.wsj.com/articles/injuries-reported-as-swiss-train-derails-after-landslide-1407939002","Natural_slope",NA,"Small",8.97035,244,"CH","EU","Fri Dec 12 2014 19:12:51 GMT+0000 (UTC)",46.6723,9.6947,NA,NA,NA,NA,"Tiefencastel",46.66014,9.57883,"P","PPLA2",244,NA,891,"Europe/Zurich","","",666.671951242069
"6417644",6480,2014-08-12,"","landslide","Other","Rain","",2,4,"Pak Tribune","http://paktribune.com/news/Metro-bus-project-mudslide-kills-two-labourers-270855.html","Mine_construction",NA,"Small",3.05654,601600,"PK","AS","Fri Dec 12 2014 16:55:29 GMT+0000 (UTC)",33.6941,73.0399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
